Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
88,30,80,6553,False,1.5,0,10/31/2025 11:51:49 AM,False,0,1,97,53.6,6608,,1.4,70,10/31/2025 1:41:52 PM,False,0,1,B2F10222,97,2,14,GF,30/80,1021,1021,Petrel 3
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
3350,14.6,12,43,1.3,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.44,760,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3360,14.7,12,42,1.3,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.44,758,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3370,14.3,12,42,1.3,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.44,758,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3380,14.5,12,42,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.44,756,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3390,14.2,12,42,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.44,754,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3400,13.8,12,42,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.44,752,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3410,13.2,12,42,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.43,750,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3420,12.9,12,42,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.44,750,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3430,12.7,12,41,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.44,746,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3440,13.3,12,42,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.44,742,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3450,13.1,12,42,1.3,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.44,742,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3460,12.5,12,41,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,740,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3470,12.1,12,41,1.3,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.44,738,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3480,11.9,12,85,0.7,0.1,0.7,5,0,0,0,24,False,True,0,0,0,0,0,1.44,734,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3490,12,12,85,0.7,0.1,0.7,5,0,0,0,24,False,True,0,0,0,0,0,1.44,732,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3500,11.5,12,85,0.7,0.1,0.7,4,0,0,0,24,False,True,0,0,0,0,0,1.43,732,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3510,11.7,12,85,0.7,0.1,0.7,4,0,0,0,24,False,True,0,0,0,0,0,1.43,730,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3520,12.2,12,85,0.7,0.1,0.7,4,0,0,0,24,False,True,0,0,0,0,0,1.43,728,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3530,12.1,12,85,0.7,0.1,0.7,4,0,0,0,24,False,True,0,0,0,0,0,1.44,728,2160,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3540,12.1,12,84,0.7,0.1,0.7,4,0,0,0,24,False,True,0,0,0,0,0,1.44,728,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3550,12.1,12,84,0.7,0.1,0.7,4,0,0,0,24,False,True,0,0,0,0,0,1.44,728,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3560,12,12,84,0.7,0.1,0.7,3,0,0,0,24,False,True,0,0,0,0,0,1.44,726,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3570,12.3,12,84,0.7,0.1,0.7,3,0,0,0,24,False,True,0,0,0,0,0,1.43,728,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3580,12.4,12,84,0.7,0.1,0.7,3,0,0,0,24,False,True,0,0,0,0,0,1.44,726,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3590,12.2,12,84,0.7,0.1,0.7,3,0,0,0,24,False,True,0,0,0,0,0,1.44,726,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3600,12.5,12,84,0.7,0.1,0.7,3,0,0,0,24,False,True,0,0,0,0,0,1.44,726,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3610,12,12,83,0.7,0.1,0.7,3,0,0,0,24,False,True,0,0,0,0,0,1.44,726,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3620,12.2,12,83,0.7,0.1,0.7,2,0,0,0,24,False,True,0,0,0,0,0,1.44,726,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3630,11.7,12,82,0.7,0.1,0.7,2,0,0,0,24,False,True,0,0,0,0,0,1.43,726,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3640,11.8,12,83,0.7,0.1,0.7,2,0,0,0,24,False,True,0,0,0,0,0,1.43,724,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3650,11.8,12,83,0.7,0.1,0.7,2,0,0,0,24,False,True,0,0,0,0,0,1.43,724,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3660,11.6,12,82,0.7,0.1,0.7,2,0,0,0,24,False,True,0,0,0,0,0,1.43,722,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3670,11.7,12,82,0.7,0.1,0.7,2,0,0,0,24,False,True,0,0,0,0,0,1.43,722,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3680,11.7,12,82,0.7,0.1,0.7,1,0,0,0,24,False,True,0,0,0,0,0,1.43,720,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3690,11.8,12,82,0.7,0.1,0.7,1,0,0,0,24,False,True,0,0,0,0,0,1.43,720,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3700,11.7,12,82,0.7,0.1,0.7,1,0,0,0,24,False,True,0,0,0,0,0,1.43,718,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3710,11.7,12,82,0.7,0.1,0.7,1,0,0,0,24,False,True,0,0,0,0,0,1.43,718,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3720,11.9,12,81,0.7,0.1,0.7,1,0,0,0,24,False,True,0,0,0,0,0,1.43,718,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3730,12.1,12,81,0.7,0.1,0.7,1,0,0,0,24,False,True,0,0,0,0,0,1.43,716,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3740,11.8,9,81,0.7,0.1,0.7,12,0,0,0,24,False,True,0,0,0,0,0,1.43,718,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3750,11.6,9,81,0.7,0.1,0.7,12,0,0,0,24,False,True,0,0,0,0,0,1.43,716,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3760,11.1,9,81,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,716,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3770,10.5,9,81,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,712,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3780,10.3,9,81,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,710,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3790,9.6,9,81,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,710,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3800,9.2,9,81,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,706,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3810,9.2,9,80,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,702,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3820,9.2,9,80,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,704,2156,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3830,9.400001,9,80,0.7,0.1,0.7,11,0,0,0,24,False,True,0,0,0,0,0,1.43,704,2158,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3840,9.5,9,80,0.7,0.1,0.7,10,0,0,0,24,False,True,0,0,0,0,0,1.43,704,2152,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3850,9.2,9,80,0.7,0.1,0.7,10,0,0,0,24,False,True,0,0,0,0,0,1.43,688,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3860,8.8,9,79,0.7,0.1,0.7,10,0,0,0,24,False,True,0,0,0,0,0,1.43,684,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3870,8.7,9,79,0.7,0.1,0.7,10,0,0,0,24,False,True,0,0,0,0,0,1.43,654,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3880,8.900001,9,79,0.7,0.1,0.7,10,0,0,0,24,False,True,0,0,0,0,0,1.43,658,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3890,9.2,9,79,1.5,0.1,0.7,10,0,0,0,24,False,True,1,0,0,0,0,1.43,662,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3900,9.7,9,33,1.5,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,662,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3910,10,9,33,1.5,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,662,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3920,9.8,9,32,1.5,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,658,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3930,9.7,9,32,1.5,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,660,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3940,9.2,9,32,1.5,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,660,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3950,9.3,9,32,1.5,0.1,0.7,5,0,0,0,24,False,True,1,0,0,0,0,1.43,660,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3960,9,9,32,1.5,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.43,662,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3970,8.6,9,32,1.5,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.43,660,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3980,9,9,31,1.5,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.43,662,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3990,9.5,9,31,1.5,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.43,662,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4000,9.400001,9,31,1.5,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.43,662,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4010,9.400001,9,31,1.5,0.1,0.7,4,0,0,0,24,False,True,1,0,0,0,0,1.43,654,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4020,9.1,9,31,1.5,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,656,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4030,9.2,9,31,1.5,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,656,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4040,9.2,9,30,1.5,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,656,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4050,9.2,9,30,1.5,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,652,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4060,9.400001,9,30,1.5,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,652,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4070,9.3,9,30,1.5,0.1,0.7,3,0,0,0,24,False,True,1,0,0,0,0,1.43,650,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4080,9.5,9,30,1.5,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,652,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4090,9.1,9,30,1.5,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,652,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4100,8.6,9,29,1.5,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,652,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4110,8.7,9,29,1.5,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,652,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4120,8.6,9,29,1.5,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,654,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4130,8.5,9,29,1.5,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,654,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4140,8.900001,9,29,1.5,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,646,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4150,9.1,9,29,1.5,0.1,0.7,2,0,0,0,24,False,True,1,0,0,0,0,1.43,642,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4160,9,9,28,1.5,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,642,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4170,8.8,9,28,1.5,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,642,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4180,9,9,28,1.5,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,644,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4190,9.1,9,28,1.5,0.1,0.7,1,0,0,0,24,False,True,1,0,0,0,0,1.43,642,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4200,8.900001,6,28,1.5,0.1,0.7,27,0,0,0,24,False,True,1,0,0,0,0,1.42,644,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4210,8.6,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,644,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4220,8.7,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,644,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4230,8.7,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,644,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4240,9.1,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,634,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4250,9,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,634,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4260,8.6,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,634,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4270,8.5,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,636,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4280,8.6,6,27,1.5,0.1,0.7,26,0,0,0,24,False,True,1,0,0,0,0,1.43,634,2144,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4290,8.6,6,26,1.5,0.1,0.7,25,0,0,0,24,False,True,1,0,0,0,0,1.43,616,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4300,8.5,6,26,1.5,0.1,0.7,25,0,0,0,24,False,True,1,0,0,0,0,1.43,614,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4310,8.6,6,26,1.5,0.1,0.7,25,0,0,0,24,False,True,1,0,0,0,0,1.43,618,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4320,8.8,6,26,1.5,0.1,0.7,25,0,0,0,24,False,True,1,0,0,0,0,1.43,618,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4330,8.900001,6,26,1.5,0.1,0.7,25,0,0,0,24,False,True,1,0,0,0,0,1.43,612,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4340,8.900001,6,26,1.5,0.1,0.7,25,0,0,0,24,False,True,1,0,0,0,0,1.43,606,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4350,8.7,6,26,1.5,0.1,0.7,25,0,0,0,24,False,True,1,0,0,0,0,1.43,608,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4360,8.6,6,25,1.5,0.1,0.7,24,0,0,0,24,False,True,1,0,0,0,0,1.43,610,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4370,8.8,6,25,1.5,0.1,0.7,24,0,0,0,24,False,True,1,0,0,0,0,1.43,610,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4380,9,6,25,1.5,0.1,0.7,24,0,0,0,24,False,True,1,0,0,0,0,1.43,612,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4390,8.7,6,25,1.5,0.1,0.7,24,0,0,0,24,False,True,1,0,0,0,0,1.43,610,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4400,8.7,6,25,1.5,0.1,0.7,24,0,0,0,24,False,True,1,0,0,0,0,1.43,610,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4410,8.6,6,25,1.5,0.1,0.7,24,0,0,0,24,False,True,1,0,0,0,0,1.43,612,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4420,8.3,6,25,1.5,0.1,0.7,24,0,0,0,24,False,True,1,0,0,0,0,1.43,612,2148,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4430,8.8,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,612,2146,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4440,9.8,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,612,2150,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4450,7.9,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,602,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4460,7.8,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,604,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4470,7.8,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,594,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4480,7.8,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,592,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4490,7.7,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,586,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4500,7.8,6,24,1.5,0.1,0.7,23,0,0,0,24,False,True,1,0,0,0,0,1.43,582,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4510,7.8,6,23,1.5,0.1,0.7,22,0,0,0,24,False,True,1,0,0,0,0,1.43,584,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4520,8.1,6,23,1.5,0.1,0.7,22,0,0,0,24,False,True,1,0,0,0,0,1.43,584,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4530,8.1,6,23,1.5,0.1,0.7,22,0,0,0,24,False,True,1,0,0,0,0,1.43,566,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4540,7.9,6,23,1.5,0.1,0.7,22,0,0,0,24,False,True,1,0,0,0,0,1.43,570,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4550,7.8,6,23,1.5,0.1,0.7,22,0,0,0,24,False,True,1,0,0,0,0,1.43,564,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4560,7.5,6,23,1.5,0.1,0.7,22,0,0,0,24,False,True,1,0,0,0,0,1.43,568,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4570,7.2,6,22,1.5,0.1,0.7,21,0,0,0,24,False,True,1,0,0,0,0,1.43,568,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4580,7,6,22,1.5,0.1,0.7,21,0,0,0,24,False,True,1,0,0,0,0,1.43,568,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4590,7.1,6,22,1.5,0.1,0.7,21,0,0,0,24,False,True,1,0,0,0,0,1.43,568,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4600,7.1,6,22,1.5,0.1,0.7,21,0,0,0,24,False,True,1,0,0,0,0,1.43,568,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4610,7.3,6,22,1.5,0.1,0.7,21,0,0,0,24,False,True,1,0,0,0,0,1.43,568,2138,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4620,7.6,6,22,1.5,0.1,0.7,21,0,0,0,24,False,True,1,0,0,0,0,1.43,566,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4630,7.6,6,22,1.5,0.1,0.7,21,0,0,0,24,False,True,1,0,0,0,0,1.43,564,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4640,7.9,6,21,1.5,0.1,0.7,20,0,0,0,24,False,True,1,0,0,0,0,1.43,562,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4650,8.1,6,21,1.5,0.1,0.7,20,0,0,0,24,False,True,1,0,0,0,0,1.43,562,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4660,8.3,6,21,1.5,0.1,0.7,20,0,0,0,24,False,True,1,0,0,0,0,1.43,558,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4670,8.1,6,21,1.5,0.1,0.7,20,0,0,0,24,False,True,1,0,0,0,0,1.43,558,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4680,8.2,6,21,1.5,0.1,0.7,20,0,0,0,24,False,True,1,0,0,0,0,1.43,558,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4690,8.3,6,21,1.5,0.1,0.7,20,0,0,0,24,False,True,1,0,0,0,0,1.43,556,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4700,8.3,6,21,1.5,0.1,0.7,20,0,0,0,24,False,True,1,0,0,0,0,1.43,556,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4710,8.7,6,20,1.5,0.1,0.7,19,0,0,0,24,False,True,1,0,0,0,0,1.43,556,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4720,9.2,6,20,1.5,0.1,0.7,19,0,0,0,24,False,True,1,0,0,0,0,1.43,542,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4730,9.6,6,20,1.5,0.1,0.7,19,0,0,0,24,False,True,1,0,0,0,0,1.43,542,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4740,9.3,6,20,1.5,0.1,0.7,19,0,0,0,24,False,True,1,0,0,0,0,1.43,542,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4750,8.3,6,20,1.5,0.1,0.7,19,0,0,0,24,False,True,1,0,0,0,0,1.43,542,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4760,7.8,6,20,1.5,0.1,0.7,19,0,0,0,24,False,True,1,0,0,0,0,1.43,544,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4770,7.6,6,20,1.5,0.1,0.7,19,0,0,0,24,False,True,1,0,0,0,0,1.43,544,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4780,7.2,6,19,1.5,0.1,0.7,18,0,0,0,24,False,True,1,0,0,0,0,1.43,544,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4790,6.4,6,19,1.5,0.1,0.7,18,0,0,0,24,False,True,1,0,0,0,0,1.43,546,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4800,6.4,6,19,1.5,0.1,0.7,18,0,0,0,24,False,True,1,0,0,0,0,1.43,544,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4810,6.4,6,19,1.5,0.1,0.7,18,0,0,0,24,False,True,1,0,0,0,0,1.43,546,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4820,6.2,6,19,1.5,0.1,0.7,18,0,0,0,24,False,True,1,0,0,0,0,1.43,546,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4830,6.1,6,19,1.5,0.1,0.7,18,0,0,0,24,False,True,1,0,0,0,0,1.43,546,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4840,6.2,6,19,1.5,0.1,0.7,18,0,0,0,24,False,True,1,0,0,0,0,1.43,544,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4850,6.1,6,18,1.5,0.1,0.7,17,0,0,0,24,False,True,1,0,0,0,0,1.43,544,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4860,6.1,6,18,1.5,0.1,0.7,17,0,0,0,24,False,True,1,0,0,0,0,1.43,546,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4870,5.5,6,18,1.5,0.1,0.7,17,0,0,0,24,False,True,1,0,0,0,0,1.43,544,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4880,6,6,18,1.5,0.1,0.7,17,0,0,0,24,False,True,1,0,0,0,0,1.42,546,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4890,6.1,6,18,1.5,0.1,0.7,17,0,0,0,24,False,True,1,0,0,0,0,1.43,546,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4900,6.1,6,18,1.5,0.1,0.7,17,0,0,0,24,False,True,1,0,0,0,0,1.42,516,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4910,6.4,6,17,1.5,0.1,0.7,16,0,0,0,24,False,True,1,0,0,0,0,1.43,516,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4920,6.5,6,17,1.5,0.1,0.7,16,0,0,0,24,False,True,1,0,0,0,0,1.43,518,2140,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4930,6.7,6,17,1.5,0.1,0.7,16,0,0,0,24,False,True,1,0,0,0,0,1.43,520,2142,N/A,N/A,N/A,GTR and SAC are off,0,0,0
